keyword,latitude,longitude,description
Clothing,13.0145457,74.2719769,Open-source
Garden,14.6486448,74.4564964,intangible
Food,18.3760394,75.8979555,throughput
Clothing,14.4079587,74.6532846,multi-state
Grocery,13.425126,72.5523726,static
Sports,18.5290297,75.0500973,Function-based
Sports,16.5140714,72.6758601,ability
Clothing,13.4735269,74.8399158,disintermediate
Grocery,16.142217,72.0549015,Quality-focused
Grocery,14.0003381,72.5166598,Triple-buffered
Outdoors,14.6291612,75.7158107,explicit
Medicines,18.3724232,75.490297,well-modulated
Outdoors,14.2010898,72.8460997,didactic
Garden,13.4904186,73.4413586,tertiary
Water,18.1584393,75.0752142,access
Others,17.6760632,76.6335865,background
Grocery,18.5639718,73.2945274,Fundamental
Food,16.536425,74.9792565,analyzing
Music,14.2187748,75.8799694,intangible
Water,13.6422711,72.2860446,capacity
Water,14.2573558,73.1676432,adapter
Clothing,14.9395553,72.361317,Multi-lateral
Food,16.1263989,73.3936942,systematic
Home,14.8801744,76.4164786,success
Tools,16.1257369,76.887245,well-modulated
Home,15.9499437,76.6797575,leverage
Food,14.6489479,75.9619536,Object-based
Medicines,16.407714,73.1148164,system-worthy
Medicines,16.1981329,75.5194055,object-oriented
Music,16.7397486,72.7987974,solution
Grocery,17.7043732,74.8576391,policy
Appliances,15.0929759,75.8514669,installation
Food,16.5957941,76.7283167,executive
Medicines,15.5556122,74.0751143,Inverse
Appliances,17.1446116,72.2212647,product
Medicines,15.8148611,73.6208133,incremental
Clothing,13.2847099,76.5481849,Customer-focused
Food,13.8551346,74.3122614,contextually-based
Medicines,13.716633999999999,73.7047784,definition
Others,13.1865936,75.3434194,attitude-oriented
Music,14.2541797,72.8227702,structure
Water,16.3388951,75.952734,standardization
Grocery,14.3792257,72.172544,Secured
Music,17.5763318,75.7538341,complexity
Food,13.709999,72.4434616,Programmable
Appliances,13.901295,76.9777394,encoding
Clothing,14.3147495,72.762342,modular
Medicines,15.5806552,74.2504333,explicit
Clothing,15.9206947,72.5575165,Fundamental
Medicines,16.590158,75.6884061,Ergonomic
Grocery,18.4463528,74.119833,optimizing
Clothing,18.7130177,75.4856886,challenge
Others,16.4217714,74.2883701,functionalities
Tools,14.7318655,74.0938995,capacity
Appliances,16.2346018,75.1316324,framework
Clothing,17.616395,74.7573135,Up-sized
Medicines,18.3546744,72.7644679,radical
Garden,14.7444353,76.6826026,Object-based
Garden,13.143621,75.1387276,Re-contextualized
Garden,15.7585952,73.0011055,cohesive
Home,18.2914605,75.0629767,hub
Clothing,16.6114635,73.0554545,parallelism
Food,14.9815796,74.4844167,value-added
Clothing,15.3001838,72.1270832,intermediate
Grocery,15.2042843,72.9376441,motivating
Appliances,15.565844,72.291846,Visionary
Clothing,15.8690771,73.7268391,logistical
Home,15.7735172,75.8796928,instruction set
Sports,18.5261442,72.5206775,hub
Appliances,13.0519901,73.5781433,foreground
Food,16.266291,72.2746186,Profit-focused
Water,14.7723168,72.6869887,full-range
Clothing,14.7911539,73.3654327,Future-proofed
Tools,13.4770698,72.247084,Organized
Food,14.5086673,72.1969549,Re-contextualized
Others,13.2716892,73.9683013,global
Food,13.4339241,72.8885496,leverage
Medicines,16.7750248,75.6726423,Assimilated
Food,13.854434,76.448146,human-resource
Water,18.3904638,73.7598081,interactive
Music,13.2866959,72.5656929,Cross-platform
Water,15.5803826,72.2525632,Vision-oriented
Clothing,18.2329021,75.1408251,Quality-focused
Sports,18.7339139,72.3178816,installation
Clothing,15.3466647,76.3402973,foreground
Food,14.0356692,74.0041653,parallelism
Medicines,18.9835694,72.3647761,Balanced
Food,13.4203164,75.2974584,next generation
Clothing,18.7201326,72.7173074,capability
Clothing,13.2194509,76.098926,task-force
Clothing,17.6153328,72.4940709,alliance
Food,16.6296931,73.222828,workforce
Food,15.4946985,76.3047763,6th generation
Sports,18.877045,75.9543647,object-oriented
Clothing,18.2702692,73.721609,zero administration
Medicines,17.2815541,74.4541014,non-volatile
Water,16.6803629,76.355637,strategy
Clothing,15.9148479,76.7588739,optimal
Home,13.6954021,75.415627,motivating
Tools,17.5532851,74.8378158,collaboration
Food,15.3508004,74.3260768,Grass-roots
Food,14.2416253,73.7528569,Open-architected
Appliances,17.964131,74.031047,multi-state
Medicines,13.6204715,76.2023552,human-resource
Medicines,14.7222707,76.1350048,conglomeration
Water,13.4211616,72.3607926,Intuitive
Appliances,15.8258898,73.5040727,throughput
Clothing,15.6358629,76.6598562,success
Appliances,16.2227729,75.4617138,customer loyalty
Water,17.9100344,74.656376,mission-critical
Food,16.5296285,75.2628039,multi-state
Water,14.1277539,74.2020587,challenge
Music,14.9708627,72.2365947,homogeneous
Music,14.766782599999999,76.4822959,Reduced
Garden,18.8347615,76.2611963,user-facing
Outdoors,16.1369757,73.1971626,middleware
Clothing,14.1369537,75.1464197,4th generation
Others,17.3364524,76.7775306,Switchable
Music,14.7867017,74.0331965,extranet
Medicines,17.9286313,75.9612783,Customizable
Grocery,13.7270307,74.6742565,capability
Music,17.2330012,72.9204385,conglomeration
Outdoors,13.250274600000001,73.7481311,reciprocal
Grocery,17.079822,74.9193519,content-based
Food,13.5890938,73.1475406,radical
Grocery,17.1368404,75.1129109,alliance
Tools,17.0403813,76.088093,system-worthy
Music,18.7861408,76.8955337,flexibility
Others,18.7428501,73.1298174,Face to face
Sports,18.0433678,74.7127933,Fully-configurable
Clothing,17.9403041,76.0354249,5th generation
Tools,16.7706248,74.6013058,Mandatory
Medicines,18.1285545,75.7954868,Synergized
Medicines,17.340912199999998,76.936686,Realigned
Tools,17.328794,76.6175083,static
Food,18.7289559,72.6751158,challenge
Food,16.8395201,76.5204861,multi-state
Appliances,16.0329233,74.9225308,Optional
Food,18.8845175,72.8281886,project
Appliances,15.6175999,73.7932959,Multi-layered
Food,18.9873924,73.5604889,real-time
Others,15.5090537,75.533006,dedicated
Medicines,14.0950592,72.2929437,hardware
Clothing,18.5601936,76.0392209,fault-tolerant
Garden,14.5957649,74.2289638,Innovative
Medicines,16.9435467,73.4580093,Reverse-engineered
Water,14.7893098,76.7646628,zero administration
Clothing,13.731561899999999,73.4556966,Exclusive
Garden,15.9241868,74.0605992,Digitized
Tools,14.7350775,76.2031045,cohesive
Water,17.8306968,75.4046924,empowering
Clothing,15.2178943,73.463222,Expanded
Medicines,14.6901712,72.1419445,Public-key
Tools,18.8911707,76.9042064,Total
Food,17.2842626,75.488985,fault-tolerant
Food,18.7070344,76.3787891,middleware
Outdoors,17.7083626,72.3565958,uniform
Medicines,15.500739,75.4377449,portal
Food,18.352188,73.2198133,Universal
Water,16.8579237,74.7816747,Extended
Food,14.8164832,72.7141228,user-facing
Clothing,16.4856399,75.3974928,real-time
Medicines,16.4433676,73.0364139,discrete
Garden,15.3232327,73.6236729,paradigm
Medicines,15.3645149,73.4783575,bi-directional
Appliances,15.2236613,76.8988559,hardware
Medicines,18.2533406,72.1628778,next generation
Appliances,18.5968553,72.9939087,database
Appliances,15.6183329,76.0768309,Vision-oriented
Tools,13.6303526,73.3779691,Automated
Medicines,18.9560804,75.7119729,Phased
Tools,15.4616253,74.7458643,hardware
Home,17.337382,74.3493481,Exclusive
Water,13.45936,76.5432188,Polarised
Garden,17.8471641,72.1367491,superstructure
Grocery,13.4800765,73.7563649,Cross-group
Water,14.0935207,72.4854652,Self-enabling
Water,15.5838629,76.6938947,neutral
Appliances,16.3507089,76.3224378,real-time
Music,14.298731,74.5866134,maximized
Food,13.6981934,72.1588,Reduced
Water,14.693897100000001,75.8883421,Self-enabling
Clothing,17.4774231,73.9372027,synergy
Home,15.4846911,73.717257,matrices
Garden,18.5295414,73.4556949,ability
Music,13.0635987,73.983066,Seamless
Food,15.2560811,73.9244422,Multi-tiered
Food,13.2735526,72.8610836,6th generation
Medicines,16.9211401,72.1300004,explicit
Water,17.3615631,72.2803842,monitoring
Home,14.1259327,75.0834534,focus group
Tools,13.4125057,76.4181363,Compatible
Food,18.5063557,72.7867029,website
Garden,14.5880699,76.5986833,global
Water,14.0555719,72.4548752,instruction set
Medicines,14.979896,72.5172706,mobile
Clothing,16.8441079,73.7704604,Reactive
Sports,15.723219,73.8134477,access
Medicines,15.6670641,73.9973474,middleware
Clothing,13.1179643,74.8014098,discrete
Medicines,14.1299162,72.5168465,bifurcated
Sports,16.6021394,74.2019897,superstructure
Garden,14.1261801,75.6170449,Extended
Food,14.9157878,75.337025,portal
Water,13.5276009,72.210873,Fundamental
Home,18.7900699,76.6678705,impactful
Sports,17.7704499,73.2016301,definition
Grocery,14.9271168,75.0036525,discrete
Food,14.3758384,73.6535793,encoding
Clothing,16.9226218,75.965371,data-warehouse
Sports,15.8368152,76.7907267,multi-state
Water,13.4395118,74.7977993,solution
Clothing,15.3042706,75.1381854,Digitized
Tools,14.0763445,74.6982226,asymmetric
Medicines,16.9077783,74.8647222,non-volatile
Outdoors,17.886222,75.0217348,emulation
Water,17.0458575,75.8865896,Persistent
Water,15.1690322,74.0436697,Total
Medicines,17.8081211,74.2364401,Pre-emptive
Others,14.2471152,72.6537712,secondary
Medicines,17.8893369,76.6969548,Quality-focused
Medicines,17.9538681,75.2164394,Assimilated
Appliances,15.7486567,74.3739113,regional
Food,15.2219356,75.0047448,circuit
Water,18.3623758,72.6758363,matrices
Grocery,13.3468739,72.1344149,ability
Garden,14.2243102,74.2624893,non-volatile
Clothing,17.4581378,75.787504,didactic
Water,13.9660522,75.9814386,maximized
Home,17.3507979,75.6810267,Multi-channelled
Medicines,16.2026337,76.6025456,framework
Medicines,14.4693064,74.9225872,tertiary
Music,13.6950888,72.6857125,access
Garden,18.1172865,72.4090404,Phased
Others,17.8007216,75.2014858,Ergonomic
Home,18.1110223,73.208417,Realigned
Food,13.2504604,76.0392756,dedicated
Medicines,17.5586802,72.4468426,Business-focused
Food,14.6080141,72.2550852,Compatible
Garden,17.5813506,75.1411211,bifurcated
Food,15.9574113,72.6810198,throughput
Food,13.1960067,74.0243368,utilisation
Music,14.7112744,72.3320099,cohesive
Tools,18.9760523,75.5808615,explicit
Clothing,18.00224,72.878384,policy
Food,16.0735383,76.9956161,monitoring
Medicines,15.1158996,72.5736503,process improvement
Grocery,14.526385,76.2787067,Open-architected
Appliances,15.0949317,76.9709133,Persistent
Water,18.2392759,72.9858326,Team-oriented
Others,17.5937257,73.2674365,responsive
Medicines,15.5648653,75.6341412,radical
Water,17.60343,76.3048763,knowledge user
Appliances,13.250171,72.5118317,challenge
Grocery,14.9086224,73.6926803,local area network
Food,17.8541908,74.2312775,Sharable
Medicines,13.2211671,75.8627067,application
Garden,15.0728841,73.8518959,clear-thinking
Water,14.6091603,75.5469049,attitude-oriented
Water,17.8972101,76.638925,uniform
Outdoors,16.3279118,72.7254528,groupware
Clothing,13.4808781,76.5371752,dedicated
Water,15.3173136,73.1098271,Virtual
Others,17.4593295,72.0037971,Function-based
Medicines,13.266975,76.9150168,zero defect
Water,16.6668016,73.6082955,hybrid
Appliances,15.8187324,75.7600674,radical
Garden,13.8622428,75.7445784,Customer-focused
Water,14.4905217,76.6618676,incremental
Music,18.7760661,76.5078551,Polarised
Water,18.8078158,75.1008355,dynamic
Grocery,18.8647365,74.0144369,emulation
Food,15.8611881,76.9567095,challenge
Food,16.2135452,73.1825485,systemic
Home,17.2648551,75.0558065,Graphic Interface
Clothing,15.2593437,72.0072369,archive
Sports,18.9570319,74.4048942,Multi-tiered
Home,18.5209944,72.6904668,Decentralized
Food,14.8352632,72.804913,Enterprise-wide
Home,15.5817441,75.1187732,encryption
Others,16.3371428,75.0031819,Multi-tiered
Clothing,16.4117368,73.413574,algorithm
Clothing,16.8188064,74.2443385,concept
Outdoors,16.4479778,74.1543731,database
Tools,14.817574,76.8921556,Object-based
Others,13.9253259,74.5506478,object-oriented
Medicines,15.0621414,74.0308934,Triple-buffered
Food,16.3295225,72.834071,Multi-lateral
Water,13.9653598,74.4510817,Synergistic
Tools,15.7543031,75.5231791,Operative
Water,16.8826263,74.9314416,client-server
Clothing,17.1150115,73.8149823,motivating
Medicines,13.516504,74.3392964,Re-contextualized
Clothing,13.56855,76.7516088,local area network
Clothing,17.8121508,74.803014,Extended
Water,18.334763,74.7268598,open system
Water,17.5639918,72.6808104,methodology
Medicines,14.8122916,76.6831832,methodology
Medicines,13.8234791,75.0607252,parallelism
Water,17.3373961,74.6322489,national
Medicines,16.197527,76.5269046,Operative
Appliances,16.7349511,72.1711804,Up-sized
Sports,15.324042,76.0436498,instruction set
Sports,16.1826105,76.8251058,Organized
Home,14.686572,76.1801831,Compatible
Clothing,17.1649024,72.9128475,Grass-roots
Medicines,17.5432842,76.689101,modular
Water,15.7185715,76.2048372,system engine
Home,16.1487779,75.5060751,Profound
Food,17.6310853,74.1165383,Face to face
Appliances,15.8062632,75.5565562,even-keeled
Garden,17.3961774,72.2515983,paradigm
Medicines,18.5889366,76.7431475,pricing structure
Sports,15.3228696,75.57178,system-worthy
Clothing,15.5318179,72.6401095,asynchronous
Medicines,17.2626847,75.7883827,Triple-buffered
Medicines,14.8104284,73.7151578,Cross-group
Medicines,18.7354754,73.4481398,mobile
Clothing,14.2178233,73.3565142,Future-proofed
Food,17.0221276,72.6986163,artificial intelligence
Medicines,14.5276995,72.1215184,Enterprise-wide
Clothing,14.6470872,72.6283116,demand-driven
Food,15.7132099,76.5969202,stable
Music,17.3425842,76.6618483,well-modulated
Sports,14.7894776,75.3259614,background
Clothing,13.0594908,75.938586,fresh-thinking
Food,16.5131199,72.3078255,approach
Medicines,13.5564668,74.5338276,regional
Clothing,13.8170989,73.3104446,matrices
Food,18.8344608,75.3395403,maximized
Home,17.6352736,73.5853005,Team-oriented
Appliances,13.8673998,74.3208606,motivating
Music,13.4356509,73.8182386,Ergonomic
Appliances,15.3996514,75.8550967,Managed
Water,14.5854988,72.9515643,Profit-focused
Sports,18.4447048,73.3742986,Optional
Sports,17.1401878,76.7088359,asymmetric
Medicines,16.1799254,74.0903583,user-facing
Clothing,18.7800949,73.6287343,motivating
Others,18.6344169,73.4709921,Polarised
Others,18.7215085,73.7664112,hierarchy
Clothing,16.7904989,73.1412173,tangible
Medicines,13.4408932,76.0472061,architecture
Home,18.4630443,74.554311,cohesive
Food,17.0633792,74.2339923,Business-focused
Clothing,13.3623917,74.0868946,matrix
Grocery,16.3710819,74.816527,De-engineered
Medicines,14.6449331,72.514201,24 hour
Others,15.1421806,73.5811814,systematic
Food,14.8333488,72.7803485,algorithm
Medicines,15.204388,75.8489851,5th generation
Garden,15.5995052,74.0089767,solution-oriented
Clothing,14.5748779,74.2705338,forecast
Medicines,14.7939689,74.8212261,open system
Grocery,17.8719169,72.2425826,complexity
Sports,14.8365976,72.650746,Virtual
Clothing,13.9674201,76.2266181,Automated
Food,14.0005004,74.6579552,Profound
Home,15.2454472,72.584063,system-worthy
Tools,18.0650046,72.3208811,mission-critical
Sports,17.8136335,74.7151454,Front-line
Outdoors,15.9822704,73.9551554,Cloned
Food,15.1134374,75.1538002,array
Outdoors,17.5672307,75.7896542,discrete
Medicines,17.3501577,72.1460225,holistic
Medicines,16.940595,75.7437311,Digitized
Water,18.164754,72.1150298,leverage
Others,18.699652,73.2360284,optimal
Medicines,16.685261,72.7866523,object-oriented
Medicines,18.0078029,73.3589393,fresh-thinking
Outdoors,13.9162371,75.9200203,logistical
Medicines,16.5410833,73.4076528,info-mediaries
Medicines,14.4198237,75.864024,paradigm
Clothing,15.0026284,72.205323,projection
Tools,16.5690927,73.3176578,Configurable
Medicines,14.9065601,73.5640236,Open-architected
Water,15.382315,74.258676,time-frame
Garden,16.4690302,75.0277495,encryption
Sports,16.7866581,72.0446053,Synergized
Others,13.5136185,74.5454736,Advanced
Outdoors,16.0179368,74.2164615,zero administration
Water,13.2257594,76.5284352,motivating
Clothing,15.7552279,72.5560649,Horizontal
Medicines,14.3492201,74.2633003,functionalities
Medicines,16.5579213,75.0807153,even-keeled
Sports,17.9493571,75.0083943,modular
Garden,18.3375157,76.7949985,instruction set
Medicines,17.6724329,74.4110637,complexity
Medicines,15.1662927,75.1296163,Visionary
Outdoors,17.0677632,74.3230025,synergy
Clothing,18.0147613,76.7280085,policy
Medicines,14.0544813,74.112935,scalable
Clothing,13.2464424,75.5033159,Cloned
Grocery,16.3493169,72.1253291,analyzer
Water,16.2565843,74.0423229,Advanced
Home,17.3555361,76.7654089,monitoring
Music,18.1746378,75.5120476,Seamless
Garden,17.7819045,73.0495189,structure
Clothing,17.20625,76.7823565,array
Appliances,13.7488035,74.0245,Fundamental
Clothing,14.3866593,73.0032263,Innovative
Garden,15.9223144,74.0649586,artificial intelligence
Water,15.5659864,74.665607,Secured
Medicines,13.2809511,73.1370561,pricing structure
Water,15.9435871,74.9472771,Quality-focused
Water,17.1212304,74.4208504,hub
Medicines,18.971249,75.7855809,Polarised
Home,17.3560075,76.874771,holistic
Garden,14.6841986,74.6268708,project
Grocery,15.5333154,73.5029947,real-time
Garden,13.0977404,75.3452682,implementation
Appliances,14.1824557,74.460775,Profit-focused
Clothing,17.0190656,72.7285418,Integrated
Grocery,15.318375,74.7332049,client-driven
Food,14.790177,73.6301593,Vision-oriented
Grocery,17.3186154,76.1806466,Visionary
Food,17.4793952,76.8996663,24/7
Appliances,16.2062768,75.4554252,fault-tolerant
Medicines,16.2452568,76.5606602,Graphical User Interface
Water,17.4952442,73.7771124,Centralized
Garden,13.4614198,76.7623669,Ergonomic
Appliances,15.1951663,72.1174976,De-engineered
Medicines,14.2863198,73.6473205,6th generation
Clothing,13.7161735,74.8043796,support
Medicines,14.065928,72.4506835,Innovative
Garden,17.743133,75.3100404,time-frame
Others,16.35303,74.2000451,Innovative
Clothing,14.9723085,72.4801263,Polarised
Music,13.377973,72.6768723,zero tolerance
Clothing,14.6232604,72.3125932,Compatible
Music,14.8553369,73.335958,intermediate
Appliances,15.7064779,74.2569107,portal
Food,16.9627243,72.8467175,leverage
Outdoors,18.9789653,74.8923614,migration
Appliances,14.0239422,75.8628675,Implemented
Medicines,18.141411,74.6428123,Vision-oriented
Appliances,18.2320821,76.7677085,contextually-based
Appliances,13.714163899999999,76.8501609,Organic
Home,18.8262125,76.9098133,parallelism
Medicines,18.1488394,73.3616388,Future-proofed
Appliances,17.3517125,74.6738467,web-enabled
Clothing,17.4194818,73.1850297,local area network
Food,14.2094949,73.7818878,standardization
Garden,14.5037544,74.5513392,Intuitive
Medicines,15.9670097,76.9926916,Synergized
Clothing,14.2148023,73.1948195,flexibility
Medicines,16.3119187,72.3722401,Proactive
Appliances,17.7694486,74.1028419,superstructure
Food,15.9694987,74.1755941,Multi-layered
Food,14.7138785,74.4620801,background
Garden,14.4730777,73.5046185,solution
Food,14.173472,76.3445769,Profit-focused
Clothing,17.5136104,73.0010248,full-range
Medicines,13.4216321,73.1291836,monitoring
Music,14.2875934,76.9386018,empowering
Food,17.5971266,74.8445885,Integrated
Medicines,14.2523866,73.3379821,client-driven
Water,14.4247613,75.6085038,approach
Clothing,17.6825031,76.0591213,strategy
Tools,16.6104568,73.806584,bifurcated
Sports,14.4427982,76.5626238,Exclusive
Medicines,14.9868216,75.3252335,access
Medicines,14.0312638,75.1614353,Multi-tiered
Clothing,15.7927346,73.8582028,multi-tasking
Clothing,16.6574898,72.0412703,fresh-thinking
Garden,16.7758684,74.9720888,heuristic
Home,18.64046,75.5684556,Reverse-engineered
Grocery,16.4457267,75.6075412,moratorium
Tools,16.0784697,75.9745055,Cross-platform
Appliances,15.724288,76.5940313,intangible
Food,13.4144275,72.1141224,composite
Food,13.0897173,73.3424486,5th generation
Medicines,18.4155134,73.8977828,dynamic
Others,16.483981,73.586315,data-warehouse
Garden,18.4200319,74.125783,Reduced
Medicines,18.128438,73.5640055,Diverse
Garden,16.6197423,76.2386503,benchmark
Clothing,15.7899864,76.8707537,benchmark
Food,14.6188295,72.1246814,Sharable
Music,13.6605829,73.5475984,structure
Medicines,14.5856613,74.1909892,web-enabled
Appliances,13.7961888,72.370809,systemic
Medicines,15.6778695,72.5227817,Virtual
Garden,16.4294651,72.3663917,function
Clothing,16.9205556,73.4681679,adapter
Medicines,17.9178118,76.770837,moratorium
Tools,13.5320961,74.8836031,approach
Garden,17.0642526,73.7356092,full-range
Medicines,13.7454017,74.0646571,Triple-buffered
Clothing,13.290622,72.7173741,value-added
Appliances,15.6629018,75.4441221,Re-contextualized
Appliances,15.5079384,74.1819302,discrete
Food,17.3178034,73.1031289,uniform
Water,17.5878593,74.0903828,Team-oriented
Medicines,13.2484925,75.9534371,Graphic Interface
Outdoors,14.3777407,72.5846366,Persistent
Garden,16.4915056,76.2574547,standardization
Medicines,18.2165996,72.0403629,productivity
Food,14.1911837,74.9261306,neural-net
Appliances,16.4688343,74.2177034,tangible
Water,14.5978503,72.0400869,matrices
Tools,18.5997708,74.7802784,Optional
Food,16.375897,72.0237272,moratorium
Appliances,16.9708969,74.9158475,exuding
Food,14.2407414,72.3733173,Integrated
Medicines,13.926612800000001,76.2452157,Cross-platform
Garden,13.3962077,72.1123864,Team-oriented
Clothing,15.7601403,73.4576971,Enhanced
Food,13.0469509,76.2376718,User-friendly
Others,15.1283508,75.9609028,framework
Appliances,14.7284323,74.8232742,Reverse-engineered
Clothing,13.1091204,74.8160078,clear-thinking
Clothing,14.1177664,72.3747642,process improvement
Medicines,16.3442775,74.0902043,transitional
Music,16.5819251,74.2458939,optimal
Clothing,14.8756814,74.5785865,Persevering
Appliances,14.8559999,76.4244641,Multi-lateral
Outdoors,14.7553144,73.4712268,Open-source
Appliances,15.3667127,72.6999081,Versatile
Appliances,15.4304855,75.7586146,Innovative
Medicines,16.7816218,73.6872456,directional
Clothing,15.5531846,73.841917,systemic
Home,16.7433512,72.2411132,Visionary
Clothing,14.1691477,76.5538628,static
Tools,17.3176454,72.5670755,executive
Music,17.4617087,72.1481348,complexity
Others,15.9368739,75.9049728,high-level
Medicines,13.5274647,73.2594131,Integrated
Sports,15.759098,73.8695015,Pre-emptive
Grocery,13.0668957,72.8926904,Total
Grocery,16.7891946,76.9394353,conglomeration
Others,17.7192984,75.5366365,array
Tools,16.7916533,76.700344,Synchronised
Food,17.4868849,75.0730142,Configurable
Medicines,13.6599072,76.8090055,methodology
Medicines,16.8441882,73.3214259,full-range
Appliances,13.7604393,76.6713386,process improvement
Medicines,15.6608965,73.1149198,challenge
Food,18.6141314,72.9440923,methodology
Medicines,15.5124857,75.1988333,Digitized
Appliances,17.106604,73.2724219,Managed
Medicines,18.6085264,76.5513876,circuit
Water,15.1190915,74.1784345,stable
Medicines,18.2192087,73.2462524,uniform
Sports,17.681986,73.1567724,array
Medicines,16.6246561,75.0775816,Upgradable
Water,14.723393,74.1524788,incremental
Clothing,18.4531244,72.1229921,zero defect
Water,13.3338333,74.8273589,Horizontal
Appliances,16.2388892,75.7181015,Horizontal
Food,16.0758364,73.3588436,object-oriented
Water,14.2513861,74.8291567,archive
Medicines,15.5773632,74.9332819,Robust
Food,18.0685291,74.1762071,Multi-channelled
Food,17.1686444,73.2836863,directional
Medicines,14.9662371,74.0315364,Configurable
Appliances,16.9722292,75.5205485,Enterprise-wide
Sports,16.8648169,74.3903931,asymmetric
Water,17.6168938,73.3105927,6th generation
Food,16.2709302,76.6929771,coherent
Music,14.265117,72.9363454,Reactive
Food,17.3196854,73.5753641,emulation
Tools,14.6986313,76.4155116,zero administration
Appliances,14.2458748,76.9343579,Secured
Garden,17.3624736,74.2996975,Team-oriented
Garden,17.3180031,72.769702,Upgradable
Others,15.7579644,76.1826505,bottom-line
Garden,15.3715552,73.3168245,mission-critical
Home,13.374403,73.7044609,synergy
Water,14.7557392,74.5559439,artificial intelligence
Garden,17.748251,75.487879,zero defect
Tools,17.4270192,72.5224994,Compatible
Medicines,14.1246919,76.8808968,Fundamental
Others,18.6413626,75.644179,bi-directional
Grocery,18.920671,72.365348,Focused
Water,13.2616345,73.8585498,upward-trending
Sports,13.0973195,73.5649007,Focused
Grocery,16.8043966,72.3386098,benchmark
Clothing,14.726108,74.1316882,Versatile
Water,16.3973207,76.3567237,system-worthy
Appliances,13.8097199,72.8908373,website
Sports,18.588431,74.7236093,user-facing
Music,18.2895419,72.875309,Configurable
Food,15.5299267,72.7402057,attitude
Grocery,18.9703668,73.3638025,encoding
Medicines,13.2394995,73.5537385,solution-oriented
Medicines,14.1390814,72.7430385,Progressive
Clothing,14.6728254,76.6151991,national
Food,18.9397126,72.3095358,application
Medicines,17.0493732,76.2801297,database
Medicines,18.7162081,73.6197846,Monitored
Medicines,15.9700437,73.2939623,projection
Water,18.7208688,72.447155,Grass-roots
Medicines,18.7876236,74.497663,systematic
Home,18.358703,75.9527808,Object-based
Tools,15.5668912,73.5055441,system engine
Clothing,17.8510841,73.4319529,Profound
Music,15.4244201,72.0793768,client-server
Water,18.6625388,72.9962088,Total
Home,17.9084588,74.840702,framework
Water,13.4289953,75.0245225,Polarised
Appliances,18.6756554,74.1386462,Customizable
Water,13.920266699999999,73.9957946,orchestration
Appliances,17.9906818,73.1966557,implementation
Clothing,15.1847549,72.9146843,contingency
Garden,17.028337,76.0066551,even-keeled
Food,14.2292745,76.3295534,full-range
Clothing,17.9776997,76.6338449,paradigm
Clothing,14.3273621,75.8506209,Adaptive
Sports,16.8697088,75.7994361,alliance
Medicines,18.973081,73.4443279,Profound
Medicines,18.486688,73.7793871,dedicated
Sports,16.5475252,72.8596572,interface
Others,14.0515433,73.5634908,knowledge base
Outdoors,17.6521921,73.9393579,benchmark
Home,17.6392851,75.284273,Inverse
Appliances,14.155888,74.0266909,context-sensitive
Food,18.6428759,72.1690301,Synergistic
Others,13.1796248,73.068717,Cross-group
Food,18.2593108,75.4900045,client-driven
Sports,15.1418686,75.8263172,application
Medicines,17.0038274,72.3202657,Fundamental
Clothing,16.75555,74.0881251,Enhanced
Food,14.990764800000001,75.9260674,superstructure
Clothing,17.6985618,76.5556396,Visionary
Medicines,18.057829,73.3941307,demand-driven
Medicines,16.6059741,75.9916979,Proactive
Clothing,18.1349295,73.7544962,Robust
Clothing,15.1211863,74.0370979,Reactive
Sports,14.352637,76.9948207,upward-trending
Garden,17.6772307,72.5768411,Visionary
Others,14.2251109,76.4121748,cohesive
Food,14.3640921,76.3735812,model
Medicines,13.5117852,75.6036619,capability
Tools,14.6770254,72.1224926,Universal
Medicines,13.1347404,76.5374769,framework
Medicines,15.6327112,73.7362811,Extended
Outdoors,13.998524100000001,72.885231,exuding
Tools,15.7597916,74.3349224,Innovative
Food,17.1144633,72.8640787,analyzer
Appliances,13.2275371,73.3830659,software
Water,18.4106987,75.1813965,zero administration
